Price,Kilometers_Driven,Fuel_Type,Transmission,City_of_Listing,Brand,Model,Vehicle_Age,Market_Segment
800000,80016,diesel,automatic,pune,land rover,land rover freelander 2,13,suv
68000,100592,lpg,manual,pune,maruti,maruti wagon r,19,hatchback
3200000,5057,diesel,automatic,pune,jeep,jeep compass,4,suv
420000,29051,diesel,manual,pune,hyundai,hyundai xcent,11,sedan
113899,58415,petrol,manual,pune,hyundai,hyundai santro xing,18,hatchback
120000,120000,diesel,manual,pune,fiat,fiat punto,17,hatchback
680000,46270,diesel,manual,pune,maruti,maruti vitara brezza,9,suv
820000,109845,petrol,automatic,pune,hyundai,hyundai creta,10,suv
465000,83374,petrol,manual,pune,maruti,maruti ertiga,13,muv
500000,25725,petrol,automatic,pune,hyundai,hyundai xcent,11,sedan
669738,52899,diesel,manual,pune,mahindra,mahindra xuv500,12,suv
690000,59780,petrol,manual,pune,hyundai,hyundai verna,11,sedan
220000,55839,petrol,automatic,pune,hyundai,hyundai i10,14,hatchback
521000,40918,petrol,manual,pune,honda,honda amaze,9,sedan
4100000,45000,diesel,automatic,pune,toyota,toyota fortuner,5,suv
510000,60000,diesel,manual,pune,hyundai,hyundai i20,10,hatchback
500000,39428,petrol,manual,pune,maruti,maruti baleno,10,hatchback
875000,13470,petrol,automatic,pune,honda,honda amaze,6,sedan
795000,19000,petrol,automatic,pune,tata,tata nexon,8,suv
300000,172435,diesel,manual,pune,chevrolet,chevrolet enjoy,12,muv
954732,2947,petrol,automatic,pune,honda,honda jazz,5,hatchback
600000,94856,diesel,manual,pune,mahindra,mahindra xuv500,13,suv
850000,176260,diesel,manual,pune,toyota,toyota innova,13,muv
580000,30587,petrol,manual,pune,maruti,maruti baleno,10,hatchback
415000,89977,petrol,automatic,pune,honda,honda city,14,sedan
300000,27172,petrol,manual,pune,maruti,maruti sx4,14,sedan
350000,53583,petrol,automatic,pune,hyundai,hyundai verna,14,sedan
250000,62393,petrol,manual,pune,chevrolet,chevrolet enjoy,12,muv
465000,50000,petrol,automatic,pune,honda,honda amaze,11,sedan
110000,65517,petrol,manual,pune,chevrolet,chevrolet beat,15,hatchback
550000,2670,petrol,automatic,pune,hyundai,hyundai santro,4,hatchback
180000,127965,petrol,manual,pune,maruti,maruti ritz,16,hatchback
200000,96068,diesel,manual,pune,skoda,skoda octavia,18,sedan
300000,96362,petrol,manual,pune,hyundai,hyundai i20,17,hatchback
185000,88142,diesel,manual,pune,volkswagen,volkswagen polo,16,hatchback
500000,67534,petrol,automatic,pune,maruti,maruti swift dzire,9,sedan
593149,124183,diesel,manual,pune,maruti,maruti ciaz,9,sedan
163299,128294,petrol,automatic,pune,hyundai,hyundai i10,17,hatchback
603000,45888,petrol,manual,pune,skoda,skoda rapid,10,sedan
450000,54300,petrol,manual,pune,volkswagen,volkswagen vento,15,sedan
727762,3663,petrol,manual,pune,maruti,maruti swift dzire,4,sedan
551000,59742,petrol,manual,pune,volkswagen,volkswagen polo,7,hatchback
200000,61734,petrol,manual,pune,fiat,fiat linea,15,sedan
1101562,10055,petrol,automatic,pune,tata,tata nexon,4,suv
400000,30874,petrol,automatic,pune,hyundai,hyundai grand i10,12,hatchback
200000,111546,petrol,manual,pune,skoda,skoda new laura,16,sedan
461920,112696,petrol,manual,pune,maruti,maruti ertiga,13,muv
300000,83297,petrol,manual,pune,maruti,maruti swift,14,hatchback
700000,52741,petrol,automatic,pune,maruti,maruti ciaz,7,sedan
1150000,14470,petrol,manual,pune,kia,kia seltos,6,suv
465000,69900,petrol,manual,pune,honda,honda amaze,12,sedan
450000,6021,petrol,manual,pune,maruti,maruti alto 800,4,hatchback
933175,77316,diesel,manual,pune,hyundai,hyundai creta,10,suv
1800000,76133,diesel,automatic,pune,audi,audi q3,11,suv
1175000,26694,diesel,manual,pune,kia,kia sonet,5,suv
300000,59866,petrol,automatic,pune,maruti,maruti celerio,12,hatchback
680000,14293,petrol,manual,pune,hyundai,hyundai i20,8,hatchback
350000,44071,diesel,manual,pune,maruti,maruti celerio,10,hatchback
1000000,27471,petrol,automatic,pune,honda,honda city,8,sedan
338418,29229,petrol,manual,pune,honda,honda city,16,sedan
200000,34158,petrol,manual,pune,volkswagen,volkswagen polo,14,hatchback
1325000,120000,diesel,automatic,pune,skoda,skoda octavia,9,sedan
389000,35751,petrol,manual,pune,maruti,maruti ritz,12,hatchback
480000,14903,petrol,manual,pune,maruti,maruti wagon r,7,hatchback
1800000,77494,diesel,automatic,pune,audi,audi q5,12,suv
290000,43102,petrol,manual,pune,hyundai,hyundai eon,9,hatchback
1315000,31430,petrol,automatic,pune,kia,kia sonet,6,suv
85000,80735,petrol,manual,pune,maruti,maruti zen estilo,19,hatchback
1300000,71285,petrol,automatic,pune,skoda,skoda octavia,9,sedan
215000,72587,petrol,manual,pune,hyundai,hyundai i20,16,hatchback
450000,37334,cng,manual,pune,maruti,maruti celerio,7,hatchback
840000,28365,petrol,manual,pune,hyundai,hyundai creta,9,suv
1212860,41899,diesel,manual,pune,tata,tata hexa,8,suv
84072,98482,petrol,manual,pune,chevrolet,chevrolet spark,18,hatchback
1150000,9043,petrol,manual,pune,hyundai,hyundai venue,5,suv
335000,84000,petrol,manual,pune,maruti,maruti swift dzire,15,sedan
470229,19062,petrol,manual,pune,honda,honda amaze,11,sedan
205957,36555,petrol,automatic,pune,hyundai,hyundai i10,15,hatchback
720000,81736,petrol,manual,pune,hyundai,hyundai i20,8,hatchback
422000,18725,petrol,manual,pune,tata,tata zest,12,sedan
270000,15280,petrol,manual,pune,datsun,datsun redigo,9,hatchback
450000,172442,diesel,manual,pune,volkswagen,volkswagen vento,14,sedan
800000,43509,petrol,manual,pune,honda,honda city,10,sedan
671000,46000,petrol,manual,pune,maruti,maruti swift,8,hatchback
225000,15424,petrol,manual,pune,hyundai,hyundai i10,14,hatchback
870000,36000,petrol,automatic,pune,honda,honda city,8,sedan
380000,64000,petrol,manual,pune,tata,tata tiago,8,hatchback
549000,44001,cng,manual,pune,maruti,maruti celerio,8,hatchback
1500000,70000,diesel,automatic,pune,bmw,bmw 3 series,13,sedan
340000,76298,petrol,manual,pune,maruti,maruti wagon r,12,hatchback
299000,62000,petrol,manual,pune,maruti,maruti celerio,12,hatchback
150000,118614,petrol,manual,pune,honda,honda city,20,sedan
277341,46093,petrol,manual,pune,honda,honda brio,12,hatchback
625000,58744,diesel,manual,pune,maruti,maruti ciaz,11,sedan
220883,132111,petrol,manual,pune,hyundai,hyundai i10,10,hatchback
110000,129763,petrol,manual,pune,hyundai,hyundai santro xing,16,hatchback
350000,1541,cng,manual,pune,maruti,maruti alto 800,6,hatchback
365000,120198,diesel,automatic,pune,hyundai,hyundai verna,14,sedan
200000,133661,petrol,manual,pune,honda,honda city,17,sedan
864000,16339,petrol,automatic,pune,skoda,skoda rapid,10,sedan
800000,53185,petrol,manual,pune,skoda,skoda octavia,10,sedan
1550000,21000,diesel,manual,pune,mahindra,mahindra thar,6,suv
1000000,83992,diesel,manual,pune,maruti,maruti ciaz,10,sedan
845000,9434,petrol,automatic,pune,honda,amaze v cvt,3,sedan
1850078,35661,diesel,automatic,pune,audi,audi a6,12,sedan
80000,11428,petrol,manual,pune,maruti,maruti omni,19,minivans
240000,96665,petrol,manual,pune,maruti,maruti sx4,16,sedan
379999,38000,petrol,automatic,pune,nissan,nissan micra,12,hatchback
260000,35000,petrol,manual,pune,hyundai,hyundai eon,10,hatchback
179051,105888,petrol,automatic,pune,hyundai,hyundai i10,17,hatchback
600000,54896,petrol,manual,pune,honda,honda accord,15,sedan
509482,26588,petrol,automatic,pune,maruti,maruti ignis,9,hatchback
150000,77937,petrol,manual,pune,honda,honda accord,17,sedan
415000,60000,diesel,manual,pune,honda,honda amaze,13,sedan
780000,22100,petrol,manual,pune,tata,tata nexon,8,suv
625000,95114,diesel,manual,pune,honda,honda city,9,sedan
400000,35627,petrol,manual,pune,maruti,maruti alto k10,9,hatchback
80000,65000,petrol,manual,pune,tata,tata indica,18,hatchback
1300000,10533,diesel,manual,pune,mahindra,mahindra scorpio,4,suv
850000,27507,petrol,automatic,pune,tata,tata nexon,7,suv
685000,69146,diesel,automatic,pune,mercedes-benz,mercedes-benz e-class,20,sedan
749000,32065,petrol,manual,pune,maruti,maruti baleno,7,hatchback
446189,40581,petrol,manual,pune,hyundai,hyundai sonata,14,sedan
490000,32897,petrol,manual,pune,maruti,maruti baleno,10,hatchback
1400000,15720,petrol,manual,pune,skoda,skoda kushaq,5,suv
2450000,28373,diesel,automatic,pune,bmw,bmw x1,8,suv
390000,60441,petrol,manual,pune,honda,honda amaze,12,sedan
2750000,82380,diesel,automatic,pune,skoda,skoda kodiaq,8,suv
190000,120398,diesel,manual,pune,tata,tata manza,15,sedan
375000,79150,petrol,manual,pune,maruti,maruti swift dzire,13,sedan
1000000,64232,diesel,manual,pune,maruti,maruti ertiga,10,muv
600000,27058,petrol,manual,pune,honda,honda city,10,sedan
190000,106806,diesel,manual,pune,mahindra,mahindra xylo,17,muv
500000,66665,diesel,automatic,pune,volkswagen,volkswagen jetta,13,sedan
135000,127179,diesel,manual,pune,ford,ford figo,15,hatchback
350000,81000,petrol,manual,pune,hyundai,hyundai grand i10,13,hatchback
1280000,2313,petrol,automatic,pune,kia,kia sonet,4,suv
566329,91865,diesel,manual,pune,toyota,toyota innova,15,muv
360000,12171,petrol,manual,pune,maruti,maruti swift dzire,13,sedan
225000,82750,petrol,manual,pune,skoda,skoda fabia,15,hatchback
180000,88580,petrol,manual,pune,honda,honda civic,17,sedan
318932,71221,diesel,manual,pune,hyundai,hyundai i20,15,hatchback
280000,119677,diesel,manual,pune,hyundai,hyundai i20,15,hatchback
508000,55586,petrol,manual,pune,volkswagen,volkswagen polo,11,hatchback
593000,39951,petrol,manual,pune,maruti,maruti baleno,10,hatchback
358000,70610,cng,manual,pune,maruti,maruti wagon r,11,hatchback
175000,73000,petrol,manual,pune,fiat,fiat punto,16,hatchback
300000,210000,petrol,manual,pune,chevrolet,chevrolet enjoy,12,muv
120000,42084,petrol,manual,pune,tata,tata indica,15,hatchback
675000,88505,petrol,manual,pune,honda,honda city,11,sedan
565000,27000,cng,manual,pune,maruti,maruti celerio,7,hatchback
544949,143061,diesel,automatic,pune,hyundai,hyundai santa fe,14,suv
