Price,Kilometers_Driven,Fuel_Type,Transmission,City_of_Listing,Brand,Model,Vehicle_Age,Market_Segment
425000,80491,diesel,manual,new delhi,honda,honda city,12,sedan
930844,33917,petrol,manual,new delhi,hyundai,hyundai creta,5,suv
450000,37859,cng,manual,new delhi,maruti,maruti celerio tour 2018-2021,7,hatchback
550000,70000,diesel,manual,new delhi,ford,ford ecosport,9,suv
1100000,78000,diesel,manual,new delhi,mahindra,mahindra scorpio,8,suv
2390000,38000,petrol,automatic,new delhi,skoda,skoda superb,8,sedan
1650000,70222,diesel,automatic,new delhi,audi,audi q3,11,suv
620000,98086,diesel,manual,new delhi,hyundai,hyundai creta,11,suv
760000,56127,diesel,manual,new delhi,hyundai,hyundai creta,8,suv
635000,14000,petrol,manual,new delhi,honda,honda amaze,7,sedan
500000,34525,cng,manual,new delhi,maruti,maruti wagon r,6,hatchback
275000,200720,petrol,manual,new delhi,honda,honda city,15,sedan
875000,111401,petrol,manual,new delhi,hyundai,hyundai creta,9,suv
310000,57000,petrol,manual,new delhi,maruti,maruti swift dzire,14,sedan
241000,25216,petrol,manual,new delhi,maruti,maruti swift dzire,16,sedan
250000,91138,cng,manual,new delhi,maruti,maruti eeco,11,minivans
480000,73039,diesel,manual,new delhi,maruti,maruti ciaz,12,sedan
965000,32000,petrol,manual,new delhi,hyundai,hyundai verna,5,sedan
1975000,39000,diesel,automatic,new delhi,audi,audi q3,10,suv
650000,75004,diesel,manual,new delhi,mahindra,mahindra xuv500,11,suv
1500000,38773,diesel,automatic,new delhi,mahindra,mahindra thar,6,suv
462000,96111,petrol,manual,new delhi,honda,honda city,13,sedan
1500000,64985,diesel,automatic,new delhi,audi,audi q3,11,suv
1084000,6566,petrol,automatic,new delhi,tata,tata nexon,7,suv
200000,109507,petrol,manual,new delhi,honda,honda city,17,sedan
890000,83000,diesel,automatic,new delhi,bmw,bmw 5 series,15,sedan
130000,64652,diesel,manual,new delhi,chevrolet,chevrolet beat,15,hatchback
1225000,22000,petrol,automatic,new delhi,maruti,maruti xl6,5,muv
250000,75876,diesel,manual,new delhi,volkswagen,volkswagen vento,13,sedan
457000,37304,petrol,manual,new delhi,hyundai,hyundai grand i10,9,hatchback
96758,62473,petrol,manual,new delhi,maruti,maruti alto,15,hatchback
400000,109066,diesel,manual,new delhi,maruti,maruti ciaz,10,sedan
1390000,92000,diesel,automatic,new delhi,audi,audi q5,13,suv
82182,121716,petrol,manual,new delhi,fiat,fiat punto,16,hatchback
265000,65795,diesel,manual,new delhi,hyundai,hyundai grand i10,12,hatchback
300000,121339,cng,manual,new delhi,maruti,maruti eeco,10,minivans
370000,18043,petrol,manual,new delhi,maruti,maruti s-presso,6,hatchback
19500000,8000,petrol,automatic,new delhi,mercedes-benz,mercedes-benz s-class,5,sedan
8600000,16000,petrol,automatic,new delhi,bmw,bmw x5,6,suv
600000,81598,diesel,manual,new delhi,maruti,maruti vitara brezza,9,suv
95000,95626,petrol,manual,new delhi,hyundai,hyundai i10,16,hatchback
1150000,91102,diesel,automatic,new delhi,toyota,toyota innova crysta,10,muv
7800000,23000,petrol,automatic,new delhi,mercedes-benz,mercedes-benz gle,7,suv
260000,84000,diesel,manual,new delhi,maruti,maruti sx4,13,sedan
865000,23000,petrol,manual,new delhi,tata,tata nexon,8,suv
559000,10687,petrol,manual,new delhi,maruti,maruti ignis,4,hatchback
490000,100000,diesel,manual,new delhi,honda,honda city,11,sedan
765000,56000,diesel,manual,new delhi,mahindra,mahindra xuv500,10,suv
295000,65000,cng,manual,new delhi,maruti,maruti eeco,13,minivans
450000,74048,diesel,manual,new delhi,renault,renault duster,11,suv
460000,100099,petrol,manual,new delhi,hyundai,hyundai i20,10,hatchback
1290000,89000,diesel,automatic,new delhi,mercedes-benz,mercedes-benz e-class,13,sedan
995000,28000,petrol,automatic,new delhi,tata,tata nexon,6,suv
500000,102663,diesel,manual,new delhi,maruti,maruti swift dzire,9,sedan
607000,8628,petrol,automatic,new delhi,renault,renault kwid,4,hatchback
1514968,49722,diesel,automatic,new delhi,jaguar,jaguar xf,12,sedan
310000,79000,petrol,manual,new delhi,maruti,maruti swift dzire,14,sedan
250000,120000,petrol,manual,new delhi,mahindra,mahindra verito,14,sedan
250000,110000,diesel,manual,new delhi,tata,tata new safari,15,suv
693744,113560,petrol,automatic,new delhi,toyota,toyota corolla altis,11,sedan
183897,77479,petrol,manual,new delhi,maruti,maruti sx4,17,sedan
550000,46293,petrol,automatic,new delhi,audi,audi a4,16,sedan
2350000,2003,diesel,manual,new delhi,tata,tata new safari,4,suv
1291000,19600,petrol,automatic,new delhi,hyundai,hyundai creta,8,suv
550000,65865,diesel,manual,new delhi,renault,renault lodgy,11,muv
280000,53801,petrol,automatic,new delhi,maruti,maruti alto k10,10,hatchback
534951,15628,petrol,automatic,new delhi,hyundai,hyundai santro,6,hatchback
1390000,80000,diesel,automatic,new delhi,audi,audi q5,11,suv
700000,108000,diesel,automatic,new delhi,mercedes-benz,mercedes-benz c-class,13,sedan
350000,118259,petrol,manual,new delhi,honda,honda city,13,sedan
1690000,29000,diesel,automatic,new delhi,bmw,bmw 3 series,10,sedan
300000,42935,petrol,automatic,new delhi,maruti,maruti alto k10,11,hatchback
525000,42000,diesel,automatic,new delhi,chevrolet,chevrolet cruze,12,sedan
650000,109306,diesel,automatic,new delhi,hyundai,hyundai creta,11,suv
120000,77965,petrol,manual,new delhi,hyundai,hyundai i10,17,hatchback
430000,120805,diesel,manual,new delhi,hyundai,hyundai i20,12,hatchback
1100000,59000,diesel,automatic,new delhi,audi,audi a6,13,sedan
14900000,5500,diesel,automatic,new delhi,mercedes-benz,mercedes-benz s-class,3,luxury vehicles
431000,74961,petrol,automatic,new delhi,hyundai,hyundai grand i10,11,hatchback
350000,90255,diesel,manual,new delhi,tata,tata tiago,9,hatchback
495000,65000,diesel,manual,new delhi,maruti,maruti baleno,11,hatchback
1600000,82000,petrol,automatic,new delhi,toyota,toyota innova crysta,9,muv
425000,85000,diesel,manual,new delhi,mahindra,mahindra xuv500,12,suv
825000,67181,petrol,automatic,new delhi,honda,honda city,8,sedan
3100000,15633,diesel,automatic,new delhi,mercedes-benz,mercedes-benz cla,7,sedan
550000,68000,diesel,manual,new delhi,mahindra,mahindra tuv 300,11,suv
559000,38182,cng,manual,new delhi,hyundai,hyundai santro,7,hatchback
445000,64000,diesel,manual,new delhi,renault,renault duster,11,suv
775000,41000,diesel,manual,new delhi,maruti,maruti vitara brezza,9,suv
1185778,4895,petrol,manual,new delhi,kia,kia seltos,5,suv
1225000,45000,petrol,automatic,new delhi,kia,kia seltos,6,suv
1250000,45000,diesel,automatic,new delhi,audi,audi a4,12,sedan
1450000,58000,diesel,automatic,new delhi,jaguar,jaguar xf,12,sedan
4200000,19794,diesel,automatic,new delhi,mercedes-benz,mercedes-benz c-class,7,sedan
1150000,57000,diesel,manual,new delhi,jeep,jeep compass,9,suv
750000,120000,diesel,automatic,new delhi,land rover,land rover freelander 2,14,suv
1800000,13738,petrol,automatic,new delhi,mg,mg hector plus,5,suv
742000,27451,petrol,manual,new delhi,renault,renault triber,4,muv
450000,20996,petrol,manual,new delhi,maruti,maruti wagon r,5,hatchback
300000,10000,diesel,manual,new delhi,maruti,maruti swift dzire,12,sedan
100681,103548,petrol,manual,new delhi,hyundai,hyundai santro xing,14,hatchback
200000,92034,petrol,automatic,new delhi,honda,honda civic,17,sedan
235000,167320,diesel,manual,new delhi,maruti,maruti swift dzire,12,sedan
277000,65561,petrol,manual,new delhi,renault,renault kwid,8,hatchback
95000,120000,petrol,manual,new delhi,maruti,maruti alto,18,hatchback
150000,54339,petrol,manual,new delhi,hyundai,hyundai i10,16,hatchback
650000,67213,petrol,manual,new delhi,honda,honda city,8,sedan
600000,20797,petrol,manual,new delhi,maruti,maruti baleno,6,hatchback
4590000,39900,diesel,automatic,new delhi,bmw,bmw 5 series,8,sedan
740000,53862,petrol,manual,new delhi,honda,honda wr-v,7,suv
200000,23606,petrol,manual,new delhi,maruti,maruti alto k10,11,hatchback
325000,140855,diesel,manual,new delhi,maruti,maruti swift,13,hatchback
500000,87157,diesel,manual,new delhi,honda,honda city,12,sedan
1950000,69000,diesel,automatic,new delhi,audi,audi q7,12,suv
265000,120000,diesel,manual,new delhi,maruti,maruti swift dzire,15,sedan
270000,62113,diesel,manual,new delhi,hyundai,hyundai grand i10,12,hatchback
560000,37401,petrol,manual,new delhi,maruti,maruti swift,6,hatchback
400000,150386,diesel,manual,new delhi,volkswagen,volkswagen vento,13,sedan
230000,127284,petrol,manual,new delhi,honda,honda city,17,sedan
550000,103985,diesel,manual,new delhi,honda,honda city,10,sedan
450000,87912,petrol,automatic,new delhi,honda,honda city,12,sedan
545000,62843,petrol,manual,new delhi,honda,honda city,12,sedan
401000,57511,petrol,manual,new delhi,hyundai,hyundai grand i10,11,hatchback
215000,11001,petrol,manual,new delhi,maruti,maruti alto k10,14,hatchback
170000,60245,petrol,manual,new delhi,maruti,maruti eeco,14,minivans
415000,56002,petrol,manual,new delhi,maruti,maruti swift dzire,12,sedan
850000,37000,petrol,automatic,new delhi,maruti,maruti ciaz,8,sedan
825000,63552,diesel,manual,new delhi,hyundai,hyundai verna,9,sedan
370000,95002,petrol,automatic,new delhi,honda,honda amaze,12,sedan
2795000,52000,diesel,automatic,new delhi,bmw,bmw x1,8,suv
300000,162579,diesel,manual,new delhi,hyundai,hyundai verna,13,sedan
360000,82283,diesel,manual,new delhi,honda,honda city,12,sedan
330000,40729,petrol,manual,new delhi,hyundai,hyundai i10,10,hatchback
1525000,63000,diesel,manual,new delhi,mahindra,mahindra scorpio,6,suv
1000000,8000,petrol,manual,new delhi,maruti,maruti ciaz,4,sedan
303000,32782,petrol,manual,new delhi,maruti,maruti wagon r,12,hatchback
300000,95889,diesel,manual,new delhi,maruti,maruti swift,12,hatchback
310000,29009,petrol,manual,new delhi,hyundai,hyundai i20,13,hatchback
675000,64000,petrol,automatic,new delhi,hyundai,hyundai elantra,12,sedan
500000,29822,petrol,manual,new delhi,honda,honda amaze,11,sedan
200000,69988,petrol,manual,new delhi,maruti,maruti sx4,15,sedan
1000000,28827,petrol,manual,new delhi,kia,kia sonet,5,suv
320000,80102,diesel,manual,new delhi,honda,honda mobilio,12,muv
339000,71185,petrol,manual,new delhi,datsun,datsun redigo,8,hatchback
450000,84690,diesel,manual,new delhi,honda,honda city,12,sedan
425000,80000,diesel,manual,new delhi,ford,ford ecosport,12,suv
200000,103161,petrol,manual,new delhi,volkswagen,volkswagen polo,16,hatchback
788000,85849,diesel,manual,new delhi,hyundai,hyundai creta,10,suv
1030000,27872,petrol,manual,new delhi,kia,kia seltos,6,suv
7890000,9000,petrol,automatic,new delhi,jeep,jeep grand cherokee,4,suv
250000,60000,cng,manual,new delhi,maruti,maruti wagon r,14,hatchback
650000,36570,petrol,manual,new delhi,honda,honda wr-v,9,suv
4800000,60000,diesel,automatic,new delhi,jaguar,jaguar f-pace,7,suv
320000,30000,petrol,automatic,new delhi,maruti,maruti wagon r,10,hatchback
730000,14685,petrol,manual,new delhi,toyota,toyota glanza,5,hatchback
648624,78354,diesel,automatic,new delhi,maruti,maruti swift dzire,9,sedan
552000,62991,cng,manual,new delhi,hyundai,hyundai santro,7,hatchback
550000,80000,diesel,manual,new delhi,ford,ford ecosport,9,suv
140000,46524,petrol,manual,new delhi,hyundai,hyundai i10,17,hatchback
400000,120000,diesel,manual,new delhi,maruti,maruti swift dzire,12,sedan
762000,46400,petrol,automatic,new delhi,tata,tata nexon,8,suv
746000,83778,petrol,manual,new delhi,honda,honda city,9,sedan
325000,144148,diesel,manual,new delhi,hyundai,hyundai verna,12,sedan
2850000,35000,diesel,automatic,new delhi,audi,audi q5,9,suv
5675000,10000,petrol,automatic,new delhi,audi,audi a6,5,sedan
1572000,18336,petrol,automatic,new delhi,mahindra,mahindra thar,5,suv
1251000,47000,diesel,manual,new delhi,tata,tata harrier,7,suv
486360,80851,diesel,manual,new delhi,maruti,maruti ciaz,11,sedan
795000,45000,petrol,manual,new delhi,honda,honda city,9,sedan
400000,52244,cng,manual,new delhi,maruti,maruti wagon r,8,hatchback
270000,112746,diesel,manual,new delhi,hyundai,hyundai grand i10,11,hatchback
450000,132788,diesel,manual,new delhi,maruti,maruti swift,10,hatchback
150000,20537,petrol,manual,new delhi,hyundai,hyundai i10,17,hatchback
1696400,53819,diesel,automatic,new delhi,kia,kia seltos,7,suv
280000,54583,petrol,manual,new delhi,hyundai,hyundai i10,11,hatchback
211533,76532,petrol,manual,new delhi,maruti,maruti wagon r,12,hatchback
1700000,134838,diesel,automatic,new delhi,audi,audi q3,10,suv
560000,42403,diesel,manual,new delhi,maruti,maruti ciaz,10,sedan
2750000,34000,diesel,automatic,new delhi,jaguar,jaguar xe,8,sedan
150000,55955,diesel,manual,new delhi,chevrolet,chevrolet beat,12,hatchback
1475000,5500,petrol,manual,new delhi,kia,kia seltos,5,suv
230000,40000,petrol,manual,new delhi,hyundai,hyundai i20,14,hatchback
325000,78312,petrol,manual,new delhi,maruti,maruti eeco,11,minivans
2036000,68315,diesel,automatic,new delhi,volkswagen,volkswagen tiguan,8,suv
1299999,28000,diesel,automatic,new delhi,jaguar,jaguar xf,13,sedan
442846,84354,diesel,manual,new delhi,mahindra,mahindra xuv500,13,suv
531000,23090,petrol,automatic,new delhi,honda,honda brio,9,hatchback
4490000,49000,petrol,automatic,new delhi,audi,audi a6,6,sedan
1050000,75262,diesel,automatic,new delhi,mahindra,mahindra xuv500,9,suv
105000,58968,petrol,manual,new delhi,chevrolet,chevrolet beat,16,hatchback
436000,76670,diesel,manual,new delhi,honda,honda city,11,sedan
125000,78000,petrol,manual,new delhi,hyundai,hyundai santro xing,16,hatchback
309000,85533,diesel,manual,new delhi,honda,honda city,12,sedan
1852000,45191,diesel,manual,new delhi,tata,tata harrier,5,suv
500000,58203,diesel,manual,new delhi,maruti,maruti ciaz,10,sedan
1500000,32256,petrol,automatic,new delhi,honda,honda city,6,sedan
950000,95000,diesel,manual,new delhi,tata,tata hexa,9,suv
80000,40352,petrol,manual,new delhi,chevrolet,chevrolet spark,17,hatchback
250000,73011,petrol,manual,new delhi,honda,honda city,17,sedan
350000,65000,petrol,manual,new delhi,hyundai,hyundai i10,11,hatchback
490000,59000,diesel,manual,new delhi,renault,renault duster,11,suv
3300000,20000,diesel,automatic,new delhi,bmw,bmw 3 series gt,7,sedan
250000,166200,cng,manual,new delhi,maruti,maruti wagon r,11,hatchback
1375000,40000,diesel,automatic,new delhi,volvo,volvo s60,10,sedan
120000,71576,petrol,manual,new delhi,hyundai,hyundai i10,16,hatchback
1800000,46316,diesel,automatic,new delhi,mercedes-benz,mercedes-benz c-class,11,sedan
1300000,162205,diesel,manual,new delhi,toyota,toyota innova crysta,10,muv
625000,72000,diesel,manual,new delhi,mahindra ssangyong,mahindra ssangyong rexton,11,suv
1100000,44327,petrol,manual,new delhi,hyundai,hyundai verna,6,sedan
365000,109350,petrol,manual,new delhi,honda,honda amaze,13,sedan
6000000,24000,diesel,automatic,new delhi,volvo,volvo xc 90,8,suv
180000,79231,petrol,manual,new delhi,hyundai,hyundai eon,10,hatchback
483000,11881,petrol,manual,new delhi,hyundai,hyundai grand i10,8,hatchback
695000,30000,diesel,automatic,new delhi,mahindra,mahindra tuv 300,9,suv
1000000,167800,diesel,manual,new delhi,isuzu,isuzu d-max,8,pickup trucks
500000,52864,diesel,manual,new delhi,maruti,maruti ciaz,10,sedan
425000,68506,diesel,manual,new delhi,skoda,skoda rapid,12,sedan
1222000,13011,petrol,manual,new delhi,skoda,skoda rapid,5,sedan
415000,101002,petrol,manual,new delhi,hyundai,hyundai i20,11,hatchback
560000,67000,diesel,manual,new delhi,mahindra ssangyong,mahindra ssangyong rexton,12,suv
400000,37101,petrol,manual,new delhi,maruti,maruti wagon r,8,hatchback
1100000,28500,diesel,manual,new delhi,mahindra,mahindra scorpio,8,suv
200000,128463,petrol,manual,new delhi,honda,honda city,17,sedan
2300000,21003,diesel,automatic,new delhi,bmw,bmw 3 series,10,sedan
150000,131474,petrol,manual,new delhi,honda,honda city,18,sedan
325000,91816,diesel,manual,new delhi,ford,ford ecosport,13,suv
550000,67337,diesel,manual,new delhi,mahindra,mahindra xuv500,12,suv
710000,14500,petrol,manual,new delhi,maruti,maruti swift dzire,5,sedan
975000,63000,diesel,automatic,new delhi,hyundai,hyundai verna,9,sedan
330000,70104,petrol,manual,new delhi,maruti,maruti swift,11,hatchback
625000,68000,diesel,manual,new delhi,mahindra,mahindra tuv 300,9,suv
1395000,46000,diesel,automatic,new delhi,jaguar,jaguar xf,13,sedan
355000,42599,diesel,manual,new delhi,maruti,maruti swift,12,hatchback
350000,103127,diesel,manual,new delhi,maruti,maruti swift,11,hatchback
410000,19266,petrol,manual,new delhi,tata,tata tiago,9,hatchback
490000,56000,petrol,manual,new delhi,hyundai,hyundai i20,12,hatchback
500000,140196,diesel,manual,new delhi,maruti,maruti ciaz,9,sedan
240369,83013,petrol,manual,new delhi,honda,honda city,16,sedan
5885000,65105,diesel,automatic,new delhi,mercedes-benz,mercedes-benz gls,9,suv
250000,116310,petrol,manual,new delhi,maruti,maruti eeco,11,minivans
425000,12000,petrol,automatic,new delhi,renault,renault kwid,6,hatchback
155128,89558,cng,manual,new delhi,maruti,maruti wagon r,15,hatchback
1321054,71560,diesel,automatic,new delhi,volvo,volvo xc60,12,suv
375000,60001,diesel,manual,new delhi,maruti,maruti swift,11,hatchback
1400000,61913,diesel,manual,new delhi,mg,mg hector,7,suv
751888,37302,diesel,manual,new delhi,mahindra,mahindra thar,8,suv
445000,17000,petrol,manual,new delhi,tata,tata tiago,9,hatchback
355000,51440,petrol,manual,new delhi,hyundai,hyundai santro,8,hatchback
2125000,130000,diesel,automatic,new delhi,bmw,bmw x5,11,suv
340000,111094,petrol,manual,new delhi,honda,honda city,13,sedan
500000,47320,cng,manual,new delhi,maruti,maruti celerio,9,hatchback
750000,81315,diesel,manual,new delhi,mahindra,mahindra scorpio,12,suv
800000,25587,petrol,automatic,new delhi,skoda,skoda rapid,8,sedan
250000,44869,petrol,manual,new delhi,honda,honda city,17,sedan
2088000,114000,diesel,automatic,new delhi,porsche,porsche cayenne,13,suv
1150000,52369,diesel,automatic,new delhi,audi,audi a4,12,sedan
2150000,51123,diesel,automatic,new delhi,audi,audi q7,12,suv
380000,133618,diesel,manual,new delhi,volkswagen,volkswagen polo,11,hatchback
200000,65561,petrol,manual,new delhi,volkswagen,volkswagen vento,15,sedan
200000,80000,petrol,manual,new delhi,maruti,maruti sx4,17,sedan
210000,60000,petrol,manual,new delhi,chevrolet,chevrolet sail,13,sedan
233390,66332,petrol,manual,new delhi,chevrolet,chevrolet sail,11,sedan
400000,19000,petrol,automatic,new delhi,honda,honda brio,12,hatchback
1950000,79000,petrol,automatic,new delhi,mercedes-benz,mercedes-benz e-class,12,sedan
1876000,55000,petrol,automatic,new delhi,audi,audi a4,10,sedan
260000,45000,petrol,manual,new delhi,honda,honda brio,14,hatchback
1200000,83326,diesel,manual,new delhi,jeep,jeep compass,9,suv
150000,99687,petrol,automatic,new delhi,honda,honda civic,18,sedan
550000,84111,diesel,manual,new delhi,maruti,maruti ciaz,10,sedan
519000,18937,cng,manual,new delhi,hyundai,hyundai santro,6,hatchback
700000,40000,petrol,manual,new delhi,hyundai,hyundai i20,6,hatchback
454000,39099,petrol,manual,new delhi,maruti,maruti ertiga,14,muv
330000,37000,petrol,manual,new delhi,maruti,maruti alto 800,5,hatchback
825000,3321,petrol,automatic,new delhi,renault,renault kiger,4,suv
2000000,70000,diesel,automatic,new delhi,land rover,land rover range rover evoque,12,suv
2800000,41500,diesel,automatic,new delhi,mercedes-benz,mercedes-benz c-class,9,sedan
1525000,72000,diesel,manual,new delhi,toyota,toyota innova crysta,9,muv
400000,90327,diesel,manual,new delhi,hyundai,hyundai i20,11,hatchback
500000,32000,petrol,manual,new delhi,honda,honda jazz,11,hatchback
295000,149831,diesel,manual,new delhi,maruti,maruti swift,12,hatchback
650000,57147,diesel,manual,new delhi,maruti,maruti vitara brezza,8,suv
250000,54000,petrol,manual,new delhi,hyundai,hyundai i20,15,hatchback
550000,146373,diesel,manual,new delhi,maruti,maruti ertiga,9,muv
300000,41510,petrol,manual,new delhi,honda,honda civic,16,sedan
339000,80000,diesel,manual,new delhi,maruti,maruti swift,12,hatchback
325000,101888,diesel,manual,new delhi,maruti,maruti swift dzire,11,sedan
300000,87791,petrol,automatic,new delhi,hyundai,hyundai sonata,14,sedan
638000,59212,petrol,manual,new delhi,ford,ford ecosport,10,suv
349000,79000,diesel,manual,new delhi,renault,renault duster,12,suv
79834,213860,petrol,manual,new delhi,maruti,maruti wagon r,17,hatchback
1790000,30000,diesel,automatic,new delhi,mini,mini cooper,12,hatchback
1550000,10000,diesel,automatic,new delhi,mahindra,mahindra thar,5,suv
145000,102850,petrol,manual,new delhi,honda,honda jazz,16,hatchback
400000,104620,petrol,automatic,new delhi,honda,honda accord,17,sedan
6475000,68000,petrol,automatic,new delhi,land rover,land rover range rover velar,8,suv
550000,130905,petrol,manual,new delhi,honda,honda city,11,sedan
1150000,39278,petrol,automatic,new delhi,hyundai,hyundai creta,8,suv
1725000,25000,petrol,automatic,new delhi,kia,kia seltos,6,suv
250000,70000,petrol,manual,new delhi,hyundai,hyundai i20,16,hatchback
9800000,30000,petrol,automatic,new delhi,mercedes-benz,mercedes-benz s-class,7,sedan
350000,116020,diesel,manual,new delhi,maruti,maruti swift dzire,12,sedan
965000,102000,diesel,manual,new delhi,mitsubishi,mitsubishi pajero,12,suv
216000,14403,petrol,manual,new delhi,datsun,datsun redigo,8,hatchback
580000,65280,petrol,manual,new delhi,maruti,maruti ciaz,9,sedan
5650000,28000,petrol,automatic,new delhi,lexus,lexus es,7,sedan
750000,12214,diesel,manual,new delhi,tata,tata altroz,5,hatchback
525000,63000,petrol,manual,new delhi,maruti,maruti ciaz,12,sedan
670000,53248,petrol,automatic,new delhi,volkswagen,volkswagen polo,9,hatchback
550000,8092,petrol,manual,new delhi,tata,tata punch,4,suv
930000,58000,diesel,manual,new delhi,mahindra,mahindra xuv500,10,suv
250000,41653,petrol,manual,new delhi,maruti,maruti alto k10,10,hatchback
175000,40000,petrol,manual,new delhi,maruti,maruti eeco,15,minivans
695000,81913,diesel,manual,new delhi,mahindra,mahindra xuv500,11,suv
2300000,60000,diesel,automatic,new delhi,land rover,land rover range rover evoque,13,suv
4575000,46784,diesel,automatic,new delhi,mercedes-benz,mercedes-benz gle,9,suv
741000,11654,diesel,manual,new delhi,maruti,maruti sx4 s cross,9,suv
600000,94352,diesel,manual,new delhi,hyundai,hyundai i20,9,hatchback
110000,188000,petrol,manual,new delhi,maruti,maruti alto k10,16,hatchback
500000,58476,cng,manual,new delhi,maruti,maruti wagon r,6,hatchback
700000,59098,diesel,manual,new delhi,maruti,maruti vitara brezza,9,suv
360000,44414,petrol,automatic,new delhi,maruti,maruti celerio,11,hatchback
1385000,51000,diesel,manual,new delhi,isuzu,isuzu d-max,7,pickup trucks
816000,18497,petrol,manual,new delhi,honda,honda city,9,sedan
599897,110000,diesel,automatic,new delhi,skoda,skoda superb,12,sedan
1725000,25000,petrol,automatic,new delhi,kia,kia seltos,6,suv
200000,20921,petrol,manual,new delhi,hyundai,hyundai eon,11,hatchback
280000,58096,diesel,manual,new delhi,hyundai,hyundai xcent,12,sedan
265000,41164,petrol,manual,new delhi,hyundai,hyundai i10,10,hatchback
999999,35000,diesel,manual,new delhi,mahindra,mahindra xuv300,6,suv
105850,160716,petrol,manual,new delhi,maruti,maruti swift,17,hatchback
195000,82428,petrol,manual,new delhi,hyundai,hyundai santro xing,14,hatchback
607000,16069,petrol,manual,new delhi,tata,tata tiago,5,hatchback
270000,53151,cng,manual,new delhi,maruti,maruti alto 800,11,hatchback
3008565,14259,diesel,automatic,new delhi,mercedes-benz,mercedes-benz c-class,7,sedan
460000,68705,diesel,automatic,new delhi,mahindra,mahindra tuv 300,10,suv
100000,72924,petrol,manual,new delhi,hyundai,hyundai i10,18,hatchback
157737,64480,petrol,manual,new delhi,maruti,maruti swift dzire,18,sedan
1304000,14458,diesel,manual,new delhi,kia,kia sonet,5,suv
1425000,65000,diesel,automatic,new delhi,mahindra,mahindra xuv500,8,suv
3076000,47000,diesel,automatic,new delhi,ford,ford endeavour,7,suv
110000,80000,petrol,manual,new delhi,hyundai,hyundai santro xing,21,hatchback
4750000,15850,diesel,automatic,new delhi,bmw,bmw 5 series,7,sedan
551000,66048,petrol,automatic,new delhi,hyundai,hyundai verna,12,sedan
833000,98663,diesel,automatic,new delhi,mahindra,mahindra xuv500,9,suv
212373,114565,diesel,manual,new delhi,honda,honda amaze,13,sedan
2290000,15000,diesel,automatic,new delhi,tata,tata new safari,5,suv
1000000,70384,diesel,automatic,new delhi,mahindra,mahindra xuv500,9,suv
654714,94977,diesel,manual,new delhi,tata,tata nexon,9,suv
650000,4511,petrol,manual,new delhi,tata,tata punch,4,suv
560000,12434,petrol,manual,new delhi,tata,tata tiago,5,hatchback
2190000,68000,diesel,automatic,new delhi,audi,audi a6,10,sedan
652000,35185,petrol,manual,new delhi,maruti,maruti ciaz,10,sedan
5500000,24000,diesel,automatic,new delhi,mercedes-benz,mercedes-benz glc,6,suv
400000,63231,petrol,manual,new delhi,honda,honda jazz,9,hatchback
2400000,47000,diesel,automatic,new delhi,bmw,bmw 5 series,10,sedan
399999,78539,petrol,manual,new delhi,honda,honda amaze,11,sedan
350000,47780,diesel,manual,new delhi,hyundai,hyundai i20,12,hatchback
700000,50233,diesel,manual,new delhi,tata,tata nexon,9,suv
1025363,20035,petrol,automatic,new delhi,toyota,toyota corolla altis,10,sedan
690000,10000,petrol,manual,new delhi,honda,honda amaze,7,sedan
1450001,76000,diesel,automatic,new delhi,audi,audi q5,11,suv
975000,40000,diesel,automatic,new delhi,mercedes-benz,mercedes-benz c-class,13,sedan
875000,99700,diesel,automatic,new delhi,hyundai,hyundai santa fe,12,suv
750000,40000,petrol,manual,new delhi,honda,honda wr-v,8,suv
560000,57585,diesel,manual,new delhi,mahindra,mahindra xuv500,11,suv
1050000,30827,petrol,manual,new delhi,kia,kia sonet,5,suv
1145000,46000,diesel,automatic,new delhi,bmw,bmw x1,13,suv
380000,70000,diesel,manual,new delhi,mahindra,mahindra xylo,10,muv
300000,80836,diesel,manual,new delhi,hyundai,hyundai xcent,12,sedan
1250000,54000,diesel,automatic,new delhi,audi,audi q3,12,suv
743000,41767,cng,manual,new delhi,hyundai,hyundai aura,6,sedan
265000,67000,diesel,manual,new delhi,renault,renault duster,13,suv
775000,10000,petrol,automatic,new delhi,maruti,maruti baleno,7,hatchback
945000,93120,petrol,automatic,new delhi,honda,honda cr-v,11,suv
500000,53026,diesel,manual,new delhi,maruti,maruti sx4 s cross,9,suv
630000,17030,petrol,manual,new delhi,hyundai,hyundai i20,7,hatchback
4190000,16000,diesel,automatic,new delhi,bmw,bmw 5 series,8,sedan
171453,38979,petrol,manual,new delhi,maruti,maruti swift,16,hatchback
80000,74501,petrol,manual,new delhi,ford,ford figo,15,hatchback
450000,89187,petrol,manual,new delhi,maruti,maruti ertiga,12,muv
1150000,11213,petrol,manual,new delhi,hyundai,hyundai creta,4,suv
500000,75642,diesel,manual,new delhi,nissan,nissan terrano,11,suv
900000,79197,diesel,automatic,new delhi,hyundai,hyundai creta,10,suv
410000,51000,cng,manual,new delhi,maruti,maruti wagon r,9,hatchback
355000,95000,petrol,automatic,new delhi,tata,tata tiago,8,hatchback
185000,142519,petrol,manual,new delhi,maruti,maruti alto 800,10,hatchback
574000,28858,petrol,manual,new delhi,maruti,maruti baleno,9,hatchback
